id,location_id,person_id,vehicle_id,observed_at,notes,data_source
SR001246,LOC000030,P000572,,2024-09-20T21:06:10Z,CCTV frame captured at Ganapathy Junction toll plaza,SYNTHETIC
SR001247,LOC000056,P000060,,2024-11-25T07:18:47Z,Subject met unidentified associate at Kallamadu Industrial Estate,SYNTHETIC
SR001248,LOC000042,P000293,VH000166,2025-11-13T11:47:14Z,Subject used phone while parked near Chromepet Agro Market,SYNTHETIC
SR001249,LOC000041,P000495,VH000077,2024-07-19T03:51:43Z,Routine patrol log entry - Vilachery Cold Storage,SYNTHETIC
SR001250,LOC000034,P000466,,2025-03-18T05:40:55Z,Subject used phone while parked near Mattuthavani Junction,SYNTHETIC
SR001251,LOC000022,P000526,VH000192,2025-10-03T16:32:37Z,Vehicle sighting captured by ANPR at Nellithope Cold Storage,SYNTHETIC
SR001252,LOC000050,P000024,,2024-05-01T04:13:37Z,CCTV frame captured at Ganapathy Bus Terminus toll plaza,SYNTHETIC
SR001253,LOC000055,P000254,,2024-01-31T18:12:40Z,CCTV frame captured at Kuruvikulam Construction Site toll plaza,SYNTHETIC
SR001254,LOC000058,P000273,,2024-01-02T19:03:30Z,Subject met unidentified associate at Anna Nagar Lorry Park,SYNTHETIC
SR001255,LOC000049,P000359,,2024-11-30T04:19:34Z,Vehicle sighting captured by ANPR at Gandhipuram Warehouse Complex,SYNTHETIC
SR001256,LOC000049,P000251,,2024-04-16T12:49:27Z,Subject met unidentified associate at Gandhipuram Warehouse Complex,SYNTHETIC
SR001257,LOC000016,P000584,VH000155,2025-09-28T15:55:28Z,Subject observed on foot near Ukkadam Harbour Police Station,SYNTHETIC
SR001258,LOC000051,P000624,,2024-08-06T12:27:47Z,Vehicle sighting captured by ANPR at Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR001259,LOC000056,P000484,,2025-03-22T05:06:34Z,Routine patrol log entry - Kallamadu Industrial Estate,SYNTHETIC
SR001260,LOC000056,P000386,VH000192,2024-12-29T14:21:07Z,Vehicle TN20 YP 2758 (motorcycle) recorded entering Kallamadu Industrial Estate,SYNTHETIC
SR001261,LOC000009,P000458,VH000056,2025-02-19T04:03:24Z,Subject used phone while parked near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR001262,LOC000023,P000589,,2025-02-20T05:09:43Z,Vehicle sighting captured by ANPR at Sundarankottai Fuel Station,SYNTHETIC
SR001263,LOC000006,P000092,VH000061,2026-08-11T20:12:37Z,Routine patrol log entry - Pappanaickenpalayam Bridge End,SYNTHETIC
SR001264,LOC000040,P000416,,2025-06-06T21:25:38Z,Subject used phone while parked near Gandhipuram Textile Mill,SYNTHETIC
SR001265,LOC000005,P000486,VH000002,2024-02-07T10:00:45Z,Subject met unidentified associate at Kajamalai Junction,SYNTHETIC
SR001266,LOC000010,P000458,,2025-09-19T01:24:37Z,Subject observed on foot near Kuruvikulam Residential Layout,SYNTHETIC
SR001267,LOC000034,P000042,VH000029,2026-02-16T08:50:24Z,CCTV frame captured at Mattuthavani Junction toll plaza,SYNTHETIC
SR001268,LOC000021,P000576,,2026-08-29T23:25:57Z,Vehicle sighting captured by ANPR at Valluvar Layout Harbour Gate,SYNTHETIC
SR001269,LOC000014,P000271,VH000186,2024-10-28T08:41:24Z,Vehicle TN64 BN 8347 (motorcycle) recorded entering Estancia Bridge End,SYNTHETIC
SR001270,LOC000033,P000287,,2026-05-16T08:17:08Z,Routine patrol log entry - Ukkadam Toll Plaza,SYNTHETIC
SR001271,LOC000050,P000395,,2024-12-22T12:07:48Z,Subject observed on foot near Ganapathy Bus Terminus,SYNTHETIC
SR001272,LOC000056,P000105,VH000070,2024-06-01T21:13:09Z,Subject met unidentified associate at Kallamadu Industrial Estate,SYNTHETIC
SR001273,LOC000028,P000564,,2024-03-28T02:16:45Z,Vehicle sighting captured by ANPR at Ganapathy Mandi,SYNTHETIC
SR001274,LOC000051,P000547,VH000170,2025-07-10T05:23:37Z,Vehicle TN43 LJ 3518 (sedan) recorded entering Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR001275,LOC000023,P000456,,2024-09-02T04:45:14Z,Vehicle sighting captured by ANPR at Sundarankottai Fuel Station,SYNTHETIC
SR001276,LOC000006,P000595,,2025-08-10T21:51:03Z,Subject met unidentified associate at Pappanaickenpalayam Bridge End,SYNTHETIC
SR001277,LOC000032,P000113,,2024-12-16T03:19:37Z,Routine patrol log entry - Bharathi Bazaar Agro Market,SYNTHETIC
SR001278,LOC000012,P000183,,2024-10-14T20:43:38Z,CCTV frame captured at KK Nagar Night Bazaar toll plaza,SYNTHETIC
SR001279,LOC000051,P000476,VH000171,2025-04-24T15:34:17Z,Vehicle TN34 UW 7882 (SUV) recorded entering Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR001280,LOC000050,P000224,,2026-03-16T14:34:00Z,CCTV frame captured at Ganapathy Bus Terminus toll plaza,SYNTHETIC
SR001281,LOC000047,P000061,VH000040,2025-04-16T22:57:26Z,CCTV frame captured at Azhagar Koil Road Junction toll plaza,SYNTHETIC
SR001282,LOC000059,P000619,,2024-03-26T20:22:04Z,Vehicle sighting captured by ANPR at RS Puram Agro Market,SYNTHETIC
SR001283,LOC000002,P000418,,2025-01-09T12:40:32Z,Subject used phone while parked near Velachery Oil Depot,SYNTHETIC
SR001284,LOC000006,P000577,VH000228,2026-08-25T22:50:10Z,Subject observed on foot near Pappanaickenpalayam Bridge End,SYNTHETIC
SR001285,LOC000011,P000426,,2025-05-07T23:37:09Z,Subject used phone while parked near Peelamedu Harbour Gate,SYNTHETIC
SR001286,LOC000021,P000195,VH000131,2026-03-07T04:48:44Z,Subject observed on foot near Valluvar Layout Harbour Gate,SYNTHETIC
SR001287,LOC000011,P000315,,2025-01-22T06:12:10Z,CCTV frame captured at Peelamedu Harbour Gate toll plaza,SYNTHETIC
SR001288,LOC000041,P000014,VH000010,2025-12-02T21:40:14Z,Vehicle TN28 VU 8877 (truck) recorded entering Vilachery Cold Storage,SYNTHETIC
SR001289,LOC000030,P000471,VH000180,2026-06-26T22:23:11Z,Subject used phone while parked near Ganapathy Junction,SYNTHETIC
SR001290,LOC000053,P000419,VH000196,2024-08-29T08:09:15Z,Subject observed on foot near Mettupalayam Wholesale Market,SYNTHETIC
SR001291,LOC000001,P000504,,2026-07-25T22:31:32Z,Routine patrol log entry - Ganapathy City Police Station,SYNTHETIC
SR001292,LOC000005,P000034,,2024-04-30T17:13:37Z,Vehicle sighting captured by ANPR at Kajamalai Junction,SYNTHETIC
SR001293,LOC000012,P000390,,2025-04-25T07:24:24Z,Vehicle sighting captured by ANPR at KK Nagar Night Bazaar,SYNTHETIC
SR001294,LOC000052,P000457,VH000207,2025-01-25T05:33:42Z,Vehicle TN75 VE 4349 (truck) recorded entering Coimbatore Junction Construction Site,SYNTHETIC
SR001295,LOC000047,P000014,VH000010,2024-06-08T02:47:03Z,Subject met unidentified associate at Azhagar Koil Road Junction,SYNTHETIC
SR001296,LOC000047,P000427,VH000199,2025-02-04T18:58:40Z,Subject used phone while parked near Azhagar Koil Road Junction,SYNTHETIC
SR001297,LOC000023,P000269,,2025-01-27T00:47:09Z,CCTV frame captured at Sundarankottai Fuel Station toll plaza,SYNTHETIC
SR001298,LOC000047,P000470,,2025-12-30T01:33:41Z,Vehicle sighting captured by ANPR at Azhagar Koil Road Junction,SYNTHETIC
SR001299,LOC000042,P000126,,2025-12-02T21:17:40Z,Subject observed on foot near Chromepet Agro Market,SYNTHETIC
SR001300,LOC000037,P000593,,2024-01-24T09:03:35Z,CCTV frame captured at Chokkanadar Pettai Textile Mill toll plaza,SYNTHETIC
SR001301,LOC000021,P000181,,2024-03-30T08:41:00Z,Subject met unidentified associate at Valluvar Layout Harbour Gate,SYNTHETIC
SR001302,LOC000060,P000321,VH000175,2024-07-21T01:12:11Z,CCTV frame captured at Ukkadam Cold Storage toll plaza,SYNTHETIC
SR001303,LOC000047,P000365,,2026-02-20T14:24:55Z,Subject observed on foot near Azhagar Koil Road Junction,SYNTHETIC
SR001304,LOC000059,P000451,VH000120,2026-02-11T15:21:37Z,CCTV frame captured at RS Puram Agro Market toll plaza,SYNTHETIC
SR001305,LOC000015,P000535,,2024-06-03T00:00:25Z,Subject used phone while parked near Valluvar Layout Night Bazaar,SYNTHETIC
SR001306,LOC000050,P000364,,2026-06-18T15:30:25Z,Routine patrol log entry - Ganapathy Bus Terminus,SYNTHETIC
SR001307,LOC000023,P000426,,2024-04-16T02:05:39Z,Routine patrol log entry - Sundarankottai Fuel Station,SYNTHETIC
SR001308,LOC000043,P000601,,2026-05-04T06:13:59Z,Subject observed on foot near Sowdambika Layout Night Bazaar,SYNTHETIC
SR001309,LOC000024,P000496,,2024-10-29T05:20:57Z,CCTV frame captured at Palladam Check Post toll plaza,SYNTHETIC
SR001310,LOC000061,P000052,,2025-11-16T23:56:56Z,CCTV frame captured at Central Market Junction toll plaza,SYNTHETIC
SR001311,LOC000009,P000316,,2026-06-12T17:13:57Z,Subject used phone while parked near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR001312,LOC000009,P000423,,2026-06-17T08:07:18Z,CCTV frame captured at Chokkanadar Pettai Oil Depot toll plaza,SYNTHETIC
SR001313,LOC000028,P000519,,2025-05-10T09:04:29Z,Routine patrol log entry - Ganapathy Mandi,SYNTHETIC
SR001314,LOC000013,P000464,,2024-02-20T09:54:21Z,CCTV frame captured at Bharathi Bazaar Wholesale Market toll plaza,SYNTHETIC
SR001315,LOC000026,P000516,,2025-08-09T14:55:00Z,Subject used phone while parked near Kajamalai Industrial Estate,SYNTHETIC
SR001316,LOC000040,P000415,,2024-09-06T18:58:18Z,Routine patrol log entry - Gandhipuram Textile Mill,SYNTHETIC
SR001317,LOC000011,P000285,,2025-02-13T03:24:09Z,Subject met unidentified associate at Peelamedu Harbour Gate,SYNTHETIC
SR001318,LOC000001,P000145,,2024-05-29T15:27:01Z,Vehicle sighting captured by ANPR at Ganapathy City Police Station,SYNTHETIC
SR001319,LOC000028,P000421,,2024-07-31T13:03:30Z,Vehicle sighting captured by ANPR at Ganapathy Mandi,SYNTHETIC
SR001320,LOC000040,P000420,,2024-03-10T17:38:31Z,Subject used phone while parked near Gandhipuram Textile Mill,SYNTHETIC
SR001321,LOC000011,P000456,,2026-02-10T06:08:15Z,Routine patrol log entry - Peelamedu Harbour Gate,SYNTHETIC
SR001322,LOC000052,P000255,,2025-09-12T15:41:00Z,Vehicle sighting captured by ANPR at Coimbatore Junction Construction Site,SYNTHETIC
SR001323,LOC000002,P000587,,2026-06-14T05:47:27Z,Vehicle sighting captured by ANPR at Velachery Oil Depot,SYNTHETIC
SR001324,LOC000022,P000344,VH000181,2024-08-31T17:43:48Z,Subject met unidentified associate at Nellithope Cold Storage,SYNTHETIC
SR001325,LOC000024,P000035,VH000024,2024-01-27T11:10:37Z,Subject met unidentified associate at Palladam Check Post,SYNTHETIC
SR001326,LOC000005,P000252,VH000098,2025-02-28T03:45:24Z,Vehicle TN38 KG 9141 (lorry) recorded entering Kajamalai Junction,SYNTHETIC
SR001327,LOC000015,P000546,,2024-07-19T23:19:12Z,Subject used phone while parked near Valluvar Layout Night Bazaar,SYNTHETIC
SR001328,LOC000036,P000380,,2026-05-13T06:33:54Z,CCTV frame captured at Pothigai Nagar Oil Depot toll plaza,SYNTHETIC
SR001329,LOC000018,P000541,,2025-12-02T02:47:33Z,Subject met unidentified associate at Anna Nagar Bus Terminus,SYNTHETIC
SR001330,LOC000026,P000092,,2024-01-20T02:24:25Z,CCTV frame captured at Kajamalai Industrial Estate toll plaza,SYNTHETIC
SR001331,LOC000042,P000216,,2025-02-26T22:42:52Z,Vehicle sighting captured by ANPR at Chromepet Agro Market,SYNTHETIC
SR001332,LOC000043,P000146,VH000098,2025-07-03T10:50:07Z,Subject used phone while parked near Sowdambika Layout Night Bazaar,SYNTHETIC
SR001333,LOC000005,P000474,,2024-01-22T19:13:30Z,CCTV frame captured at Kajamalai Junction toll plaza,SYNTHETIC
SR001334,LOC000030,P000378,,2025-01-18T08:57:55Z,Subject used phone while parked near Ganapathy Junction,SYNTHETIC
SR001335,LOC000016,P000247,,2024-05-20T15:34:38Z,Subject met unidentified associate at Ukkadam Harbour Police Station,SYNTHETIC
SR001336,LOC000022,P000553,VH000220,2026-07-19T06:49:33Z,Routine patrol log entry - Nellithope Cold Storage,SYNTHETIC
SR001337,LOC000013,P000033,,2026-06-10T07:14:18Z,Vehicle sighting captured by ANPR at Bharathi Bazaar Wholesale Market,SYNTHETIC
SR001338,LOC000043,P000332,,2025-04-15T00:20:45Z,Subject met unidentified associate at Sowdambika Layout Night Bazaar,SYNTHETIC
SR001339,LOC000009,P000390,,2025-08-28T00:42:33Z,Subject used phone while parked near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR001340,LOC000056,P000552,,2026-05-26T00:57:27Z,Vehicle sighting captured by ANPR at Kallamadu Industrial Estate,SYNTHETIC
SR001341,LOC000042,P000480,VH000143,2026-06-06T12:49:44Z,Vehicle sighting captured by ANPR at Chromepet Agro Market,SYNTHETIC
SR001342,LOC000008,P000282,,2025-01-17T02:17:49Z,CCTV frame captured at Ambattur Warehouse Complex toll plaza,SYNTHETIC
SR001343,LOC000050,P000276,,2025-06-23T13:13:43Z,CCTV frame captured at Ganapathy Bus Terminus toll plaza,SYNTHETIC
SR001344,LOC000050,P000560,,2025-06-23T18:37:45Z,Routine patrol log entry - Ganapathy Bus Terminus,SYNTHETIC
SR001345,LOC000024,P000490,,2024-12-03T02:04:47Z,CCTV frame captured at Palladam Check Post toll plaza,SYNTHETIC
SR001346,LOC000042,P000539,,2025-09-11T10:27:42Z,Subject observed on foot near Chromepet Agro Market,SYNTHETIC
SR001347,LOC000041,P000576,,2025-02-07T19:29:44Z,Vehicle sighting captured by ANPR at Vilachery Cold Storage,SYNTHETIC
SR001348,LOC000048,P000135,,2024-07-11T09:56:15Z,Routine patrol log entry - Sulur Railway Yard,SYNTHETIC
SR001349,LOC000039,P000489,,2024-11-28T21:06:29Z,Vehicle sighting captured by ANPR at Thirunagar Industrial Estate,SYNTHETIC
SR001350,LOC000060,P000374,,2024-12-05T19:07:52Z,Subject met unidentified associate at Ukkadam Cold Storage,SYNTHETIC
SR001351,LOC000044,P000518,,2026-02-20T00:39:59Z,Subject used phone while parked near Sulur Check Post,SYNTHETIC
SR001352,LOC000017,P000084,,2025-08-08T19:24:05Z,Subject observed on foot near Egmore Cold Storage,SYNTHETIC
SR001353,LOC000015,P000066,VH000186,2025-01-30T04:18:56Z,Vehicle sighting captured by ANPR at Valluvar Layout Night Bazaar,SYNTHETIC
SR001354,LOC000050,P000546,VH000219,2025-03-03T22:08:19Z,CCTV frame captured at Ganapathy Bus Terminus toll plaza,SYNTHETIC
SR001355,LOC000048,P000060,,2024-01-14T13:29:23Z,Subject used phone while parked near Sulur Railway Yard,SYNTHETIC
SR001356,LOC000021,P000271,,2025-10-15T12:59:06Z,Vehicle sighting captured by ANPR at Valluvar Layout Harbour Gate,SYNTHETIC
SR001357,LOC000033,P000066,,2024-12-26T00:11:28Z,CCTV frame captured at Ukkadam Toll Plaza toll plaza,SYNTHETIC
SR001358,LOC000036,P000296,,2025-09-19T08:28:26Z,Subject used phone while parked near Pothigai Nagar Oil Depot,SYNTHETIC
SR001359,LOC000058,P000391,,2025-09-22T15:42:37Z,Subject used phone while parked near Anna Nagar Lorry Park,SYNTHETIC
SR001360,LOC000049,P000504,,2024-08-17T03:17:41Z,Subject observed on foot near Gandhipuram Warehouse Complex,SYNTHETIC
SR001361,LOC000047,P000476,,2026-04-28T01:21:12Z,Routine patrol log entry - Azhagar Koil Road Junction,SYNTHETIC
SR001362,LOC000019,P000028,,2024-11-22T01:26:31Z,Subject observed on foot near Meenakshi Nagar Agro Market,SYNTHETIC
SR001363,LOC000047,P000517,,2026-08-13T16:11:13Z,Vehicle sighting captured by ANPR at Azhagar Koil Road Junction,SYNTHETIC
SR001364,LOC000048,P000328,VH000176,2024-11-07T03:54:27Z,Routine patrol log entry - Sulur Railway Yard,SYNTHETIC
SR001365,LOC000028,P000451,,2025-10-17T19:41:26Z,Vehicle sighting captured by ANPR at Ganapathy Mandi,SYNTHETIC
SR001366,LOC000022,P000221,,2026-07-03T16:36:29Z,Routine patrol log entry - Nellithope Cold Storage,SYNTHETIC
SR001367,LOC000005,P000012,,2026-02-25T19:45:13Z,Routine patrol log entry - Kajamalai Junction,SYNTHETIC
SR001368,LOC000049,P000619,,2025-05-18T15:06:50Z,Routine patrol log entry - Gandhipuram Warehouse Complex,SYNTHETIC
SR001369,LOC000024,P000410,VH000089,2025-07-26T03:06:29Z,Vehicle TN20 AW 2015 (van) recorded entering Palladam Check Post,SYNTHETIC
SR001370,LOC000042,P000446,,2024-07-25T08:20:03Z,Subject met unidentified associate at Chromepet Agro Market,SYNTHETIC
SR001371,LOC000003,P000465,,2026-03-17T10:45:18Z,Routine patrol log entry - Thirunagar Cold Storage,SYNTHETIC
SR001372,LOC000039,P000253,,2025-05-25T15:09:54Z,Vehicle sighting captured by ANPR at Thirunagar Industrial Estate,SYNTHETIC
SR001373,LOC000050,P000015,,2025-04-12T21:22:38Z,Subject observed on foot near Ganapathy Bus Terminus,SYNTHETIC
SR001374,LOC000051,P000261,VH000155,2024-05-06T06:10:53Z,Subject observed on foot near Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR001375,LOC000012,P000183,,2024-01-29T23:54:42Z,Routine patrol log entry - KK Nagar Night Bazaar,SYNTHETIC
SR001376,LOC000021,P000280,,2025-09-01T14:18:55Z,CCTV frame captured at Valluvar Layout Harbour Gate toll plaza,SYNTHETIC
SR001377,LOC000049,P000359,,2024-04-22T01:21:49Z,Subject observed on foot near Gandhipuram Warehouse Complex,SYNTHETIC
SR001378,LOC000030,P000316,,2024-12-05T18:13:48Z,Subject observed on foot near Ganapathy Junction,SYNTHETIC
SR001379,LOC000023,P000381,,2025-05-11T17:32:52Z,Routine patrol log entry - Sundarankottai Fuel Station,SYNTHETIC
SR001380,LOC000012,P000011,VH000009,2024-10-04T04:50:59Z,Subject observed on foot near KK Nagar Night Bazaar,SYNTHETIC
SR001381,LOC000061,P000343,VH000180,2025-02-22T23:13:30Z,Subject met unidentified associate at Central Market Junction,SYNTHETIC
SR001382,LOC000053,P000358,,2024-10-20T13:57:51Z,Subject met unidentified associate at Mettupalayam Wholesale Market,SYNTHETIC
SR001383,LOC000045,P000217,,2025-05-06T01:28:58Z,CCTV frame captured at Pothigai Nagar Toll Plaza toll plaza,SYNTHETIC
SR001384,LOC000003,P000352,,2025-10-25T04:18:14Z,CCTV frame captured at Thirunagar Cold Storage toll plaza,SYNTHETIC
SR001385,LOC000023,P000041,VH000028,2024-05-31T11:00:13Z,Subject met unidentified associate at Sundarankottai Fuel Station,SYNTHETIC
SR001386,LOC000037,P000424,,2026-05-03T20:43:43Z,Subject observed on foot near Chokkanadar Pettai Textile Mill,SYNTHETIC
SR001387,LOC000048,P000427,VH000199,2026-04-14T16:24:09Z,Subject observed on foot near Sulur Railway Yard,SYNTHETIC
SR001388,LOC000018,P000471,,2024-05-22T04:04:33Z,Subject met unidentified associate at Anna Nagar Bus Terminus,SYNTHETIC
SR001389,LOC000022,P000048,,2024-04-27T17:20:57Z,CCTV frame captured at Nellithope Cold Storage toll plaza,SYNTHETIC
SR001390,LOC000023,P000061,VH000016,2024-12-08T04:55:24Z,Vehicle sighting captured by ANPR at Sundarankottai Fuel Station,SYNTHETIC
SR001391,LOC000040,P000160,VH000107,2024-03-05T13:37:46Z,Subject met unidentified associate at Gandhipuram Textile Mill,SYNTHETIC
SR001392,LOC000026,P000373,,2024-10-26T21:43:45Z,Routine patrol log entry - Kajamalai Industrial Estate,SYNTHETIC
SR001393,LOC000009,P000391,,2024-01-07T11:43:50Z,CCTV frame captured at Chokkanadar Pettai Oil Depot toll plaza,SYNTHETIC
SR001394,LOC000023,P000155,,2026-07-07T07:45:39Z,Subject used phone while parked near Sundarankottai Fuel Station,SYNTHETIC
SR001395,LOC000014,P000146,VH000098,2025-11-14T08:51:37Z,CCTV frame captured at Estancia Bridge End toll plaza,SYNTHETIC
SR001396,LOC000023,P000597,VH000196,2026-04-03T00:53:11Z,Subject observed on foot near Sundarankottai Fuel Station,SYNTHETIC
SR001397,LOC000003,P000574,VH000226,2025-11-23T06:13:41Z,Subject met unidentified associate at Thirunagar Cold Storage,SYNTHETIC
SR001398,LOC000013,P000468,,2025-09-27T21:51:03Z,Subject used phone while parked near Bharathi Bazaar Wholesale Market,SYNTHETIC
SR001399,LOC000026,P000161,VH000108,2024-01-17T03:41:33Z,CCTV frame captured at Kajamalai Industrial Estate toll plaza,SYNTHETIC
SR001400,LOC000030,P000336,,2025-01-25T13:19:58Z,Subject used phone while parked near Ganapathy Junction,SYNTHETIC
SR001401,LOC000042,P000064,VH000042,2024-07-05T06:40:33Z,Routine patrol log entry - Chromepet Agro Market,SYNTHETIC
SR001402,LOC000024,P000544,,2025-09-20T10:45:34Z,Routine patrol log entry - Palladam Check Post,SYNTHETIC
SR001403,LOC000039,P000506,,2025-06-25T03:38:07Z,Subject observed on foot near Thirunagar Industrial Estate,SYNTHETIC
SR001404,LOC000003,P000529,VH000215,2025-06-02T00:40:54Z,ANPR trail: TN21 MD 3058 moving along corridor leg 1,SYNTHETIC
SR001405,LOC000051,P000529,VH000215,2025-06-02T01:21:54Z,ANPR trail: TN21 MD 3058 moving along corridor leg 2,SYNTHETIC
SR001406,LOC000015,P000529,VH000215,2025-06-02T01:54:54Z,ANPR trail: TN21 MD 3058 moving along corridor leg 3,SYNTHETIC
SR001407,LOC000009,P000529,VH000215,2025-06-02T02:39:54Z,ANPR trail: TN21 MD 3058 moving along corridor leg 4,SYNTHETIC
SR001408,LOC000060,P000169,VH000114,2024-05-21T07:56:38Z,ANPR trail: TN49 GB 7959 moving along corridor leg 1,SYNTHETIC
SR001409,LOC000034,P000169,VH000114,2024-05-21T08:39:38Z,ANPR trail: TN49 GB 7959 moving along corridor leg 2,SYNTHETIC
SR001410,LOC000019,P000169,VH000114,2024-05-21T09:16:38Z,ANPR trail: TN49 GB 7959 moving along corridor leg 3,SYNTHETIC
SR001411,LOC000044,P000169,VH000114,2024-05-21T10:02:38Z,ANPR trail: TN49 GB 7959 moving along corridor leg 4,SYNTHETIC
SR001412,LOC000028,P000374,VH000188,2025-03-01T13:26:04Z,ANPR trail: TN58 BJ 2700 moving along corridor leg 1,SYNTHETIC
SR001413,LOC000034,P000374,VH000188,2025-03-01T14:02:04Z,ANPR trail: TN58 BJ 2700 moving along corridor leg 2,SYNTHETIC
SR001414,LOC000045,P000374,VH000188,2025-03-01T14:37:04Z,ANPR trail: TN58 BJ 2700 moving along corridor leg 3,SYNTHETIC
SR001415,LOC000026,P000374,VH000188,2025-03-01T15:26:04Z,ANPR trail: TN58 BJ 2700 moving along corridor leg 4,SYNTHETIC
SR001416,LOC000052,P000428,VH000200,2025-02-04T06:46:37Z,ANPR trail: TN50 AC 1712 moving along corridor leg 1,SYNTHETIC
SR001417,LOC000029,P000428,VH000200,2025-02-04T07:26:37Z,ANPR trail: TN50 AC 1712 moving along corridor leg 2,SYNTHETIC
SR001418,LOC000037,P000428,VH000200,2025-02-04T08:07:37Z,ANPR trail: TN50 AC 1712 moving along corridor leg 3,SYNTHETIC
SR001419,LOC000042,P000428,VH000200,2025-02-04T08:48:37Z,ANPR trail: TN50 AC 1712 moving along corridor leg 4,SYNTHETIC
SR001420,LOC000008,P000577,VH000228,2025-02-03T21:36:17Z,ANPR trail: TN01 JC 8318 moving along corridor leg 1,SYNTHETIC
SR001421,LOC000009,P000577,VH000228,2025-02-03T22:05:17Z,ANPR trail: TN01 JC 8318 moving along corridor leg 2,SYNTHETIC
SR001422,LOC000033,P000577,VH000228,2025-02-03T22:44:17Z,ANPR trail: TN01 JC 8318 moving along corridor leg 3,SYNTHETIC
SR001423,LOC000004,P000577,VH000228,2025-02-03T23:21:17Z,ANPR trail: TN01 JC 8318 moving along corridor leg 4,SYNTHETIC
SR001424,LOC000050,P000065,VH000043,2026-02-01T19:52:43Z,ANPR trail: TN46 RU 9180 moving along corridor leg 1,SYNTHETIC
SR001425,LOC000046,P000065,VH000043,2026-02-01T20:20:43Z,ANPR trail: TN46 RU 9180 moving along corridor leg 2,SYNTHETIC
SR001426,LOC000043,P000065,VH000043,2026-02-01T21:13:43Z,ANPR trail: TN46 RU 9180 moving along corridor leg 3,SYNTHETIC
SR001427,LOC000039,P000065,VH000043,2026-02-01T21:50:43Z,ANPR trail: TN46 RU 9180 moving along corridor leg 4,SYNTHETIC
SR001428,LOC000057,P000282,VH000161,2024-02-27T14:37:55Z,ANPR trail: TN27 VW 1054 moving along corridor leg 1,SYNTHETIC
SR001429,LOC000048,P000282,VH000161,2024-02-27T15:17:55Z,ANPR trail: TN27 VW 1054 moving along corridor leg 2,SYNTHETIC
SR001430,LOC000008,P000282,VH000161,2024-02-27T15:56:55Z,ANPR trail: TN27 VW 1054 moving along corridor leg 3,SYNTHETIC
SR001431,LOC000044,P000282,VH000161,2024-02-27T16:35:55Z,ANPR trail: TN27 VW 1054 moving along corridor leg 4,SYNTHETIC
SR001432,LOC000007,P000300,VH000170,2024-11-07T03:39:24Z,ANPR trail: TN43 LJ 3518 moving along corridor leg 1,SYNTHETIC
SR001433,LOC000060,P000300,VH000170,2024-11-07T04:29:24Z,ANPR trail: TN43 LJ 3518 moving along corridor leg 2,SYNTHETIC
SR001434,LOC000029,P000300,VH000170,2024-11-07T04:59:24Z,ANPR trail: TN43 LJ 3518 moving along corridor leg 3,SYNTHETIC
SR001435,LOC000031,P000300,VH000170,2024-11-07T05:36:24Z,ANPR trail: TN43 LJ 3518 moving along corridor leg 4,SYNTHETIC
SR001436,LOC000053,P000174,VH000118,2026-03-16T17:32:33Z,ANPR trail: TN01 HL 6352 moving along corridor leg 1,SYNTHETIC
SR001437,LOC000018,P000174,VH000118,2026-03-16T18:06:33Z,ANPR trail: TN01 HL 6352 moving along corridor leg 2,SYNTHETIC
SR001438,LOC000027,P000174,VH000118,2026-03-16T18:58:33Z,ANPR trail: TN01 HL 6352 moving along corridor leg 3,SYNTHETIC
SR001439,LOC000005,P000174,VH000118,2026-03-16T19:24:33Z,ANPR trail: TN01 HL 6352 moving along corridor leg 4,SYNTHETIC
SR001440,LOC000057,P000280,VH000159,2025-04-08T21:47:55Z,ANPR trail: TN46 WF 9187 moving along corridor leg 1,SYNTHETIC
SR001441,LOC000058,P000280,VH000159,2025-04-08T22:30:55Z,ANPR trail: TN46 WF 9187 moving along corridor leg 2,SYNTHETIC
SR001442,LOC000007,P000280,VH000159,2025-04-08T23:12:55Z,ANPR trail: TN46 WF 9187 moving along corridor leg 3,SYNTHETIC
SR001443,LOC000028,P000280,VH000159,2025-04-08T23:53:55Z,ANPR trail: TN46 WF 9187 moving along corridor leg 4,SYNTHETIC
SR001444,LOC000049,P000042,VH000029,2024-04-19T08:43:22Z,ANPR trail: TN39 JX 9364 moving along corridor leg 1,SYNTHETIC
SR001445,LOC000013,P000042,VH000029,2024-04-19T09:19:22Z,ANPR trail: TN39 JX 9364 moving along corridor leg 2,SYNTHETIC
SR001446,LOC000005,P000042,VH000029,2024-04-19T09:51:22Z,ANPR trail: TN39 JX 9364 moving along corridor leg 3,SYNTHETIC
SR001447,LOC000018,P000042,VH000029,2024-04-19T10:43:22Z,ANPR trail: TN39 JX 9364 moving along corridor leg 4,SYNTHETIC
SR001448,LOC000047,P000006,VH000005,2024-10-02T04:21:07Z,ANPR trail: TN34 CZ 6724 moving along corridor leg 1,SYNTHETIC
